date,cases,deaths,death_percentage,global_vaccinations
10/02/2022,1722695784,24152403,1.40201208,40784749528
11/02/2022,1733264056,24202958,1.39638031,40912280900
12/02/2022,1741695988,24239937,1.391743287,40996133333
13/02/2022,1748322302,24261778,1.387717698,41074692229
14/02/2022,1755652798,24307671,1.38453748,41160332830
15/02/2022,1763735479,24353153,1.380771283,41256163680
16/02/2022,1773564348,24408823,1.3762581,41352077725
17/02/2022,1782561070,24460375,1.372204039,41463483284
18/02/2022,1791157303,24505410,1.368132769,41566477213
19/02/2022,1798366081,24541132,1.364634946,41662410134
20/02/2022,1804006114,24563384,1.361602037,41720913107
21/02/2022,1810018992,24593971,1.358768671,41801013018
22/02/2022,1817196530,24637122,1.355776417,41889808141
23/02/2022,1825483829,24687647,1.352389247,41979419588
24/02/2022,1833253666,24732918,1.349126881,42078664875
25/02/2022,1840420799,24770993,1.345941809,42176041884
26/02/2022,1846661269,24798990,1.342909521,42255821846
27/02/2022,1851612959,24818274,1.340359705,42314223929
28/02/2022,1857171302,24849123,1.338009206,42399303001
01/03/2022,1864090527,24886024,1.335022288,42458106587
02/03/2022,1871240267,24920279,1.331751964,42533340928
03/03/2022,1878882362,24955071,1.328186985,42604822424
04/03/2022,1886522085,24991689,1.324749347,42679020995
05/03/2022,1892936815,25016065,1.321547809,42744312467
06/03/2022,1898206619,25033276,1.318785624,42787804374
07/03/2022,1904301575,25064880,1.316224296,42848298919
08/03/2022,1911818275,25095861,1.312669793,42909734734
09/03/2022,1919755844,25129074,1.308972392,42977392967
10/03/2022,1927936717,25160707,1.305058759,43047775739
11/03/2022,1936094868,25186781,1.300906346,43117145883
12/03/2022,1943849195,25207105,1.296762376,43171918897
13/03/2022,1949398768,25221522,1.293810298,43214876197
14/03/2022,1956206587,25243626,1.290437634,43272959242
15/03/2022,1964089225,25268060,1.286502654,43334044309
16/03/2022,1973729528,25297029,1.281686707,43398508833
17/03/2022,1982767207,25326663,1.277339211,43461221939
18/03/2022,1991080693,25350012,1.273178535,43518688281
19/03/2022,1998661609,25366437,1.269171174,43565493017
20/03/2022,2003442330,25379637,1.266801476,43607858786
21/03/2022,2009759819,25445899,1.266116416,43663021527
22/03/2022,2018422652,25467188,1.261737128,43732972693
23/03/2022,2026370704,25492486,1.258036644,43805910805
24/03/2022,2034289195,25514799,1.254236569,43872026024
25/03/2022,2042112738,25552120,1.251259028,43929217738
26/03/2022,2048217598,25564664,1.248141996,43988967052
27/03/2022,2052456131,25575159,1.246075792,44035240533
28/03/2022,2058692490,25591995,1.243118879,44114580058
29/03/2022,2066459261,25612021,1.239415723,44195189512
30/03/2022,2073514639,25633109,1.236215483,44275830627
31/03/2022,2081754985,25654150,1.232332824,44338805716
01/04/2022,2086820488,25673434,1.230265571,44384725988
02/04/2022,2091586795,25684967,1.228013442,44423416977
03/04/2022,2095158533,25692472,1.226278184,44457197194
04/04/2022,2098995768,25705449,1.224654637,44493277524
05/04/2022,2105062222,25724176,1.222014995,44540936838
06/04/2022,2111477469,25755288,1.219775649,44587445212
07/04/2022,2117025288,25774065,1.21746609,44635291949
08/04/2022,2122125144,25791602,1.215366684,44682657808
09/04/2022,2125640148,25800834,1.213791244,44722147994
10/04/2022,2128249023,25807495,1.212616321,44751032683
11/04/2022,2132398991,25820386,1.210860918,44789751746
12/04/2022,2137286367,25835268,1.208788321,44832506017
13/04/2022,2141961736,25854110,1.207029498,44870849482
14/04/2022,2146279504,25869599,1.20532293,44910414811
15/04/2022,2149351165,25879628,1.204066996,44940662739
16/04/2022,2151981909,25885852,1.202884276,44968884715
17/04/2022,2153880771,25891669,1.202093883,44992118237
18/04/2022,2155891550,25897630,1.2012492,45025437745
19/04/2022,2160053812,25912463,1.199621179,45072669844
20/04/2022,2164342659,25932151,1.19815367,45111342466
21/04/2022,2168403641,25947558,1.196620293,45157921136
22/04/2022,2172027992,25960251,1.195207939,45201036700
23/04/2022,2174321715,25966529,1.194235831,45235940030
24/04/2022,2176019898,25970901,1.193504757,45263334295
25/04/2022,2178559452,25981400,1.192595409,45298548198
26/04/2022,2181355638,25999555,1.191898953,45340398645
27/04/2022,2185081882,26015026,1.190574423,45393359517
28/04/2022,2188329559,26028457,1.189421259,45439939629
29/04/2022,2191162429,26039799,1.188401127,45488859284
30/04/2022,2192767889,26045660,1.187798313,45522395228
01/05/2022,2194129231,26050078,1.187262702,45549610707
02/05/2022,2196145853,26057647,1.186517142,45571267281
03/05/2022,2199124044,26069781,1.185462051,45597451644
04/05/2022,2201823679,26085683,1.184730787,45621733683
05/05/2022,2204445630,26097212,1.183844666,45649302337
06/05/2022,2207167174,26107031,1.182829797,45681902133
07/05/2022,2208674662,26111463,1.182223143,45709039980
08/05/2022,2209894414,26114714,1.181717725,45731020302
09/05/2022,2212976572,26123686,1.180477296,45756528903
10/05/2022,2215738469,26133197,1.17943509,45786685355
11/05/2022,2218699911,26144116,1.178352957,45822798836
12/05/2022,2221490648,26152158,1.177234666,45856221358
13/05/2022,2224006086,26160746,1.176289317,45886774671
14/05/2022,2225897027,26164570,1.175461833,45912691560
15/05/2022,2227483184,26167510,1.174756792,45933545805
16/05/2022,2230062362,26175102,1.173738567,45958512694
17/05/2022,2232674316,26183569,1.172744668,45988085024
18/05/2022,2235897386,26193979,1.171519729,46020027507
19/05/2022,2238409815,26201861,1.170556921,46052908861
20/05/2022,2241028751,26210238,1.169562773,46085705174
21/05/2022,2242620308,26214794,1.168935905,46112102587
22/05/2022,2243956691,26217043,1.168339973,46133891263
23/05/2022,2246064298,26224084,1.167557136,46158118675
24/05/2022,2248562027,26231572,1.166593213,46185419961
25/05/2022,2251248987,26242738,1.165696827,46212941501
26/05/2022,2253415816,26249034,1.164855319,46240555330
27/05/2022,2255875035,26257471,1.163959466,46275160371
28/05/2022,2257073166,26260447,1.163473449,46299796855
29/05/2022,2258214189,26262851,1.162992028,46317995031
30/05/2022,2259948304,26268395,1.162344951,46338561416
31/05/2022,2262612629,26274898,1.16126365,46365749329
01/06/2022,2265554576,26283958,1.160155587,46394079853
02/06/2022,2267801376,26290757,1.159305981,46415881281
03/06/2022,2270130653,26297355,1.158407115,46440184939
04/06/2022,2271190149,26299924,1.157979838,46472649398
05/06/2022,2272293719,26303068,1.157555812,46502901505
06/06/2022,2274083136,26307362,1.156833784,46537908895
07/06/2022,2276933793,26316818,1.155800756,46581536050
08/06/2022,2279955712,26327596,1.154741553,46617147147
09/06/2022,2282435361,26334435,1.153786672,46653970768
10/06/2022,2284788370,26341618,1.152912819,46685585685
11/06/2022,2285945802,26345258,1.152488304,46713287646
12/06/2022,2286783786,26347408,1.152159997,46736683326
13/06/2022,2289193579,26354579,1.151260393,46763861854
14/06/2022,2293000188,26362768,1.149706317,46793580122
15/06/2022,2296100486,26370972,1.148511233,46822822567
16/06/2022,2298352523,26378499,1.147713361,46853830937
17/06/2022,2300936496,26384227,1.146673411,46883416282
18/06/2022,2301889374,26386655,1.146304219,46909779853
19/06/2022,2303033336,26389197,1.145845203,46927899521
20/06/2022,2306549098,26396464,1.144413705,46959109472
21/06/2022,2310176862,26403584,1.142924788,46995711225
22/06/2022,2313708263,26412121,1.141549322,47034931429
23/06/2022,2317157126,26419775,1.140180556,47074737830
24/06/2022,2320536417,26427436,1.138850302,47114756801
25/06/2022,2321870087,26430335,1.138321009,47149138449
26/06/2022,2323069857,26432738,1.137836554,47179215655
27/06/2022,2327204626,26439221,1.136093522,47206910802
28/06/2022,2331413564,26447816,1.134411175,47242226930
29/06/2022,2335562371,26455342,1.132718284,47274852842
30/06/2022,2340214902,26461200,1.13071667,47304272005
01/07/2022,2344409977,26469287,1.129038319,47331713402
02/07/2022,2345944272,26472284,1.128427658,47354342877
03/07/2022,2347468863,26475042,1.127812275,47373659234
04/07/2022,2351595100,26479681,1.126030625,47396883414
05/07/2022,2356980347,26488705,1.123840724,47424899202
06/07/2022,2362379678,26499177,1.121715415,47452204652
07/07/2022,2367028917,26510264,1.119980572,47479734402
08/07/2022,2371464680,26519929,1.118293231,47508559323
09/07/2022,2373595137,26523578,1.117443223,47529041067
10/07/2022,2375396665,26526585,1.116722331,47544664051
11/07/2022,2380446525,26534074,1.11466793,47569331206
12/07/2022,2385786082,26543739,1.112578332,47590156049
13/07/2022,2392050997,26557834,1.110253671,47614762605
14/07/2022,2396194130,26565862,1.108669021,47647701049
15/07/2022,2400579069,26575435,1.107042686,47678092697
16/07/2022,2402895024,26579372,1.106139541,47698428426
17/07/2022,2404800363,26582740,1.105403193,47715566652
18/07/2022,2410404586,26591284,1.103187579,47745114167
19/07/2022,2417350882,26603909,1.100539818,47782527316
20/07/2022,2424128623,26620200,1.0981348,47813876449
21/07/2022,2428969106,26630114,1.096354578,47847141501
22/07/2022,2433647549,26642212,1.094744061,47882075372
23/07/2022,2436272905,26646813,1.093753206,47911292561
24/07/2022,2438486881,26650404,1.092907418,47932698331
25/07/2022,2442965454,26658684,1.091242774,47953453581
26/07/2022,2448024590,26670640,1.089475984,47981253136
27/07/2022,2454085558,26689382,1.087548961,48007299807
28/07/2022,2458549909,26700373,1.086021191,48014475516
29/07/2022,2464388978,26713082,1.083963702,48021184370
30/07/2022,2466748384,26717234,1.083095227,48026898204
31/07/2022,2468959473,26720626,1.082262641,48030792793
01/08/2022,2472724849,26730831,1.081027313,48033181639
02/08/2022,2477937599,26742952,1.079242351,48037211894
